PWSID,PWSID_URL,ac_address,ac_addressURL,ac_phone1Type,ac_phone1,ac_phone2Type,ac_phone2,ac_email,ac2_address,ac2_addressURL,ac2_phone1Type,ac2_phone1,ac2_phone2Type,ac2_phone2,ac2_email,pl_address,pl_addressURL,pl_phone1Type,pl_phone1,pl_phone2Type,pl_phone2,pl_email,pl2_address,pl2_addressURL,pl2_phone1Type,pl2_phone1,pl2_phone2Type,pl2_phone2,pl2_email,healthDistrictName,healthDistrictPhone,healthDistrictEmail,healthDistrictAddress
CA0605004   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=175&tinwsys_st_code=CA&wsnumber=CA0605004   ,"P.O. Box 990

	
	

	
    
    
    

	ARBUCKLE,CA95912",http://maps.google.com/maps?q=P.O. Box 990  ARBUCKLE CA 95912,Business,530-476-0337   ,,,,,,,,,,,CA0605004-ADM RICE INC.,,Business,530-476-2662   ,,,davis.dedwylder@adm.com,,,,,,,,DISTRICT 21 - VALLEY,"
   
	
	  
      530-224-4800   
   	 
     
    ",dwpdist21@waterboards.ca.gov ,"364 Knollcrest Dr., Suite 101 

    
    REDDING 
    CA 96002"
CA4901214   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5351&tinwsys_st_code=CA&wsnumber=CA4901214   ,"2875 ADOBE ROAD

	
	

	
    
    
    

	PETALUMA,CA94954",http://maps.google.com/maps?q=2875 ADOBE ROAD  PETALUMA CA 94954,Business,707-763-2012   ,,,,,,,,,,,CA4901214 - ADOBE CHRISTIAN CENTER,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2701187   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9188&tinwsys_st_code=CA&wsnumber=CA2701187   ,"66893 SARGENT RD

	
	

	
    
    
    

	SAN ARDO,CA93450",http://maps.google.com/maps?q=66893 SARGENT RD  SAN ARDO CA 93450,Business,831-385-7726   ,,,,,,,,,,,CA2701187-AERA ENERGY LLC WS,,,,,,,,,,,,,,LPA57 - MONTEREY COUNTY,"
   
	
	  
      831-755-4505   
   	 
     
    ",,"1270 Natividad Rd. 

    
    SALINAS 
    CA 93907"
CA1500495   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1356&tinwsys_st_code=CA&wsnumber=CA1500495   ,"59231 MAIN CAMP ROAD

	
	

	
    
    
    

	MCKITTRICK,CA93251",http://maps.google.com/maps?q=59231 MAIN CAMP ROAD  MCKITTRICK CA 93251,Business,661-665-7102   ,,,,,,,,,,,CA1500495-AERA ENERGY-LLC,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA1500405   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1314&tinwsys_st_code=CA&wsnumber=CA1500405   ,"18130 AVENUE B

	
	

	
    
    
    

	NORTH EDWARDS,CA93523",http://maps.google.com/maps?q=18130 AVENUE B  NORTH EDWARDS CA 93523,,,,,,,,,,,,,CA1500405-AERIAL ACRES WATER SYSTEM,,,,,,,,,,,,,,DISTRICT 19 - TEHACHAPI,"
   
	
	  
      661-335-7315   
   	 
     
    ",dwpdist19@waterboards.ca.gov ,"4925 COMMERCE DRIVE, SUITE 120 

    
    BAKERSFIELD 
    CA 93309"
CA3600797   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=10329&tinwsys_st_code=CA&wsnumber=CA3600797   ,"25500 Eastave R8

	
	

	
    
    
    

	PALMDALE,CA93591",http://maps.google.com/maps?q=25500 Eastave R8  PALMDALE CA 93591,,,,,,,,,,,,,CA3600797-AERONAUTICAL SYSTEMS,,,,,,,,,,,,,,LPA66 - SAN BERNARDINO COUNTY,"
   
	
	  
      800-442-2283   
   	 
     
    ",EHS.CustomerService@dph.sbcounty.gov ,"385 N. Arrowhead Ave., Second Floor 

    
    SAN BERNARDINO 
    CA 92415"
CA5800807   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8310&tinwsys_st_code=CA&wsnumber=CA5800807   ,"1110 CIVIC CENTER BLVD #102

	
	

	
    
    
    

	YUBA CITY,CA95993",http://maps.google.com/maps?q=1110 CIVIC CENTER BLVD #102  YUBA CITY CA 95993,Business,530-673-9056   ,,,,,,,,,,,CA5800807-AEROPINES ASSOCIATION,,,,,,,,,,,,,,LPA88 - YUBA COUNTY,"
   
	
	  
      530-749-5450   
   	 
     
    ",bhendrix@co.yuba.ca.us ,"915 8th Street 

    
    MARYSVILLE 
    CA 95901"
CA2800569   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8713&tinwsys_st_code=CA&wsnumber=CA2800569   ,"1600 AETNA SPRINGS ROAD

	
	

	
    
    
    

	POPE VALLEY,CA94537",http://maps.google.com/maps?q=1600 AETNA SPRINGS ROAD  POPE VALLEY CA 94537,,,,,,,,,,,,,CA2800569-AETNA SPRINGS GOLF COURSE,,,,,,,,,,,,,,LPA58 - NAPA COUNTY,"
   
	
	  
      707-253-4471   
   	 
     
    ",stacey.harrington@countyofnapa.org ,"1195 Third Street, Ste. 210 

    
    NAPA 
    CA 94559"
CA4000744   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9420&tinwsys_st_code=CA&wsnumber=CA4000744   ,"3565 SEQUOIA DRIVE

	
	

	
    
    
    

	SAN LUIS OBISPO,CA93401",http://maps.google.com/maps?q=3565 SEQUOIA DRIVE  SAN LUIS OBISPO CA 93401,Business,805-541-0649   ,,,,,,,,,,,CA4000744-AFUERA DE CHORRO WATER COMPANY,,,,,,,,,,,,,,LPA70 - SAN LUIS OBISPO COUNTY,"
   
	
	  
      805-781-5544   
   	 
     
    ",lterry@co.slo.ca.us ,"P.O. Box 1489 

    
    SAN LUIS OBISPO 
    CA 93406"
CA1500543   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1377&tinwsys_st_code=CA&wsnumber=CA1500543   ,"1051 HEATH ROAD

	
	

	
    
    
    

	BAKERSFIELD,CA93314",http://maps.google.com/maps?q=1051 HEATH ROAD  BAKERSFIELD CA 93314,Business,661-589-4704   ,,,,,,,,,,,CA1500543-AGAPE MUTUAL WATER SYSTEM,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA3110012   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3427&tinwsys_st_code=CA&wsnumber=CA3110012   ,"P.O. BOX 444

	
	

	
    
    
    

	CARNELIAN BAY,CA96140",http://maps.google.com/maps?q=P.O. BOX 444  CARNELIAN BAY CA 96140,Business,530-525-6659   ,,,,,,,,,,,CA3110012-AGATE BAY WATER COMPANY,,,,,,,,,,,,,,DISTRICT 02 - LASSEN,"
   
	
	  
      530-224-4800   
   	 
     
    ",DWPRedding@waterboards.ca.gov ,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA1500518   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1366&tinwsys_st_code=CA&wsnumber=CA1500518   ,"P. O. BOX 1965

	
	

	
    
    
    

	DELANO,CA93216",http://maps.google.com/maps?q=P. O. BOX 1965  DELANO CA 93216,Business,661-725-4347   ,,,,,,,,,,,CA1500518-AGBAYANI VILLAGE WATER SYSTEM,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2000866   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6726&tinwsys_st_code=CA&wsnumber=CA2000866   ,"23400 ROAD 24

	
	

	
    
    
    

	CHOWCHILLA,CA93610",http://maps.google.com/maps?q=23400 ROAD 24  CHOWCHILLA CA 93610,Business,559-665-2100   ,,,,,,,,,,,CA2000866-AGRILAND FARMING CO INC,,Business,559-665-2100   ,,,www.agrilandfarming.com,,,,,,,,LPA50 - MADERA COUNTY,"
   
	
	  
      559-675-7823   
   	 
     
    ",,"200 W. 4th Street, Ste. 3100 

    
    MADERA 
    CA 93637"
CA3700846   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9877&tinwsys_st_code=CA&wsnumber=CA3700846   ,"5201 RUFFIN ROAD  SUITE P

	
	

	
    
    
    

	SAN DIEGO,CA92123",http://maps.google.com/maps?q=5201 RUFFIN ROAD  SUITE P  SAN DIEGO CA 92123,,,,,,,,,,,,,CA3700846-AGUA CALIENTE COUNTY PARK,,,,,,,,,,,,,,LPA67 - SAN DIEGO COUNTY,"
   
	
	  
      858-694-3113   
   	 
     
    ",jamelle.mccullough@sdcounty.ca.gov ,"5500 Overland Ave, Ste. 210 

    
    SAN DIEGO 
    CA 92123"
CA1900768   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2365&tinwsys_st_code=CA&wsnumber=CA1900768   ,"33355 AGUA DULCE CANYON RD

	
	

	
    
    
    

	AGUA DULCE,CA91350",http://maps.google.com/maps?q=33355 AGUA DULCE CANYON RD  AGUA DULCE CA 91350,,,,,,,,,,,,,CA1900768-AGUA DULCE WATER SYSTEM,,,,,,,,,,,,,,LPA49 - LA COUNTY,"
   
	
	  
      626-430-5420   
   	 
     
    ",waterquality@ph.lacounty.gov ,"5050 Commerce Drive 

    
    BALDWIN PARK 
    CA 91706"
CA1909646   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2473&tinwsys_st_code=CA&wsnumber=CA1909646   ,"9640 SIERRA HWY

	
	

	
    
    
    

	AGUA DULCE,CA91390-4622",http://maps.google.com/maps?q=9640 SIERRA HWY  AGUA DULCE CA 91390-4622,,,,,,,,,,,,,CA1909646-AGUA DULCE WINERY,,,,,,,,,,,,,,LPA49 - LA COUNTY,"
   
	
	  
      626-430-5420   
   	 
     
    ",waterquality@ph.lacounty.gov ,"5050 Commerce Drive 

    
    BALDWIN PARK 
    CA 91706"
CA1900061   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14790&tinwsys_st_code=CA&wsnumber=CA1900061   ,"33201 AGUA DULCE CANYON RD

	
	

	
    
    
    

	AGUA DULCE,CA91390",http://maps.google.com/maps?q=33201 AGUA DULCE CANYON RD  AGUA DULCE CA 91390,Business,661-268-1080   ,,,,,,,,,,,CA1900061-AGUA DULCE WOMEN'S CLUB,,,,,,,,,,,,,,LPA49 - LA COUNTY,"
   
	
	  
      626-430-5420   
   	 
     
    ",waterquality@ph.lacounty.gov ,"5050 Commerce Drive 

    
    BALDWIN PARK 
    CA 91706"
CA2000537   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7070&tinwsys_st_code=CA&wsnumber=CA2000537   ,"13571 ROAD 23 1/2

	
	

	
    
    
    

	MADERA,CA93637",http://maps.google.com/maps?q=13571 ROAD 23 1/2  MADERA CA 93637,Business,559-683-4332   ,,,,,,,,,,,CA2000537-AHWAHNEE QUIK MART,,,,,,,,,,,,,,LPA50 - MADERA COUNTY,"
   
	
	  
      559-675-7823   
   	 
     
    ",,"200 W. 4th Street, Ste. 3100 

    
    MADERA 
    CA 93637"
CA3302079   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9842&tinwsys_st_code=CA&wsnumber=CA3302079   ,"P.O. BOX 727

	
	

	
    
    
    

	INDIO,CA92202",http://maps.google.com/maps?q=P.O. BOX 727  INDIO CA 92202,Business,760-578-3330   ,,,,,,,,,,,CA3302079-AIDA AGUIRRE,,Business,760-578-3330   ,,,,,,,,,,,LPA63 - RIVERSIDE COUNTY,"
   
	
	  
      760-863-7570   
   	 
     
    ",www.rivcoeh.org ,"47-950 Arabia St., Ste. A 

    
    INDIO 
    CA 92201"
CA4500230   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7982&tinwsys_st_code=CA&wsnumber=CA4500230   ,"The Hignell Companies

	
	

	
    
    
    

	REDDING,CA96002",http://maps.google.com/maps?q=The Hignell Companies  REDDING CA 96002,Business,530-241-3500   ,,,,,,,,,,,CA4500230-AIRPORT COMMERCIAL PLAZA,,,,,,,,,,,,,,LPA75 - SHASTA COUNTY,"
   
	
	  
      530-225-5787   
   	 
     
    ",,"1855 Placer St., Ste. 201 

    
    REDDING 
    CA 96001"
CA4500274   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7992&tinwsys_st_code=CA&wsnumber=CA4500274   ,"291 S. La Cienega Blvd. # 311

	
	

	
    
    
    

	BEVERLY HILLS,CA90211",http://maps.google.com/maps?q=291 S. La Cienega Blvd. # 311  BEVERLY HILLS CA 90211,Business,310-734-6666   ,,,,,,,,,,,CA4500274-AIRPORT INDUSTRIAL PARK,,,,,,,,,,,,,,LPA75 - SHASTA COUNTY,"
   
	
	  
      530-225-5787   
   	 
     
    ",,"1855 Placer St., Ste. 201 

    
    REDDING 
    CA 96001"
CA4500333   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7913&tinwsys_st_code=CA&wsnumber=CA4500333   ,"PO BOX 11593

	
	

	
    
    
    

	ZEPHYR COVE,NV89448",http://maps.google.com/maps?q=PO BOX 11593  ZEPHYR COVE NV 89448,,,,,,,,,,,,,CA4500333-AIRPORT PLANET WATER,,,,,,,,,,,,,,LPA75 - SHASTA COUNTY,"
   
	
	  
      530-225-5787   
   	 
     
    ",,"1855 Placer St., Ste. 201 

    
    REDDING 
    CA 96001"
CA5400810   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6481&tinwsys_st_code=CA&wsnumber=CA5400810   ,"RT 1 973-2

	
	

	
    
    
    

	DELANO,CA93215",http://maps.google.com/maps?q=RT 1 973-2  DELANO CA 93215,Business,805-610-4397   ,,,,,,,,,,,CA5400810-AKAL TRAVEL PLAZA,,,,,,,,,,,,,,DISTRICT 24 - TULARE,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist24@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93704"
CA5401038   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6587&tinwsys_st_code=CA&wsnumber=CA5401038   ,"642 E HENDERSON AVE

	
	

	
    
    
    

	PORTERVILLE,CA93257",http://maps.google.com/maps?q=642 E HENDERSON AVE  PORTERVILLE CA 93257,Business,559-788-0535   ,,,,,,,,,,,CA5401038-AKIN WATER CO,,,,,,,,,,,,,,DISTRICT 24 - TULARE,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist24@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93704"
CA0900646   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8547&tinwsys_st_code=CA&wsnumber=CA0900646   ,"1021 AL TAHOE BLVD

	
	

	
    
    
    

	SOUTH LAKE TAHOE3,CA96150",http://maps.google.com/maps?q=1021 AL TAHOE BLVD  SOUTH LAKE TAHOE3 CA 96150,Business,530-541-2850   ,,,,,,,,,,,CA0900646-AL TAHOE ELEM/STMS (WATER SYS),,,,,,,,,,,,,,LPA39 - EL DORADO COUNTY,"
   
	
	  
      530-621-5300   
   	 
     
    ",,"2850 Fairlane Court 

    Building C,

    PLACERVILLE 
    CA 95667"
CA3400100   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7827&tinwsys_st_code=CA&wsnumber=CA3400100   ,,,,,,,,,,,,,,,CA3400100-ALAMAR MARINA,,,,,,,,,,,,,,LPA64 - SACRAMENTO COUNTY,"
   
	
	  
      916-875-8550   
   	 
     
    ",EMDInfo@saccounty.net ,"10590 Armstrong Ave 

    
    MATHER 
    CA 95655"
CA0105020   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=27&tinwsys_st_code=CA&wsnumber=CA0105020   ,"4501 PLEASANTON AVENUE

	
	

	
    
    
    

	PLEASANTON,CA94566-7001",http://maps.google.com/maps?q=4501 PLEASANTON AVENUE  PLEASANTON CA 94566-7001,Business,925-426-7656   ,,,,,,,,,,,CA0105020-ALAMEDA COUNTY FAIRGROUNDS,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA0110001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=29&tinwsys_st_code=CA&wsnumber=CA0110001   ,"43885 S GRIMMER BLVD

	
	

	
    
    
    

	FREMONT,CA94538-6348",http://maps.google.com/maps?q=43885 S GRIMMER BLVD  FREMONT CA 94538-6348,Business,510-668-4201   ,,,,,,,,,,,CA0110001-ALAMEDA COUNTY WATER DISTRICT,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA0110016   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=41&tinwsys_st_code=CA&wsnumber=CA0110016   ,"375 11TH ST STE 606

	
	

	
    
    
    

	OAKLAND,CA94607-4246",http://maps.google.com/maps?q=375 11TH ST STE 606  OAKLAND CA 94607-4246,Business,510-287-7056   ,,,,,,,,,,,CA0110016-ALAMEDA POINT,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA2702572   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9024&tinwsys_st_code=CA&wsnumber=CA2702572   ,"PO BOX 6264

	
	

	
    
    
    

	SALINAS,CA93912",http://maps.google.com/maps?q=PO BOX 6264  SALINAS CA 93912,,,,,,,,,,,,,CA2702572-ALBA WS,,,,,,,,,,,,,,LPA57 - MONTEREY COUNTY,"
   
	
	  
      831-755-4505   
   	 
     
    ",,"1270 Natividad Rd. 

    
    SALINAS 
    CA 93907"
CA1900707   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2339&tinwsys_st_code=CA&wsnumber=CA1900707   ,"1403 JENNER ST

	
	

	
    
    
    

	LANCASTER,CA93534",http://maps.google.com/maps?q=1403 JENNER ST  LANCASTER CA 93534,,,,,,,,,,,,,CA1900707-ACTON AGUA DULCE ELEMENTARY,,Business,661-268-1660   ,,,,,,,,,,,LPA49 - LA COUNTY,"
   
	
	  
      626-430-5420   
   	 
     
    ",waterquality@ph.lacounty.gov ,"5050 Commerce Drive 

    
    BALDWIN PARK 
    CA 91706"
CA2300512   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14191&tinwsys_st_code=CA&wsnumber=CA2300512   ,"205 HIGHLAND OAKS DRIVE

	
	

	
    
    
    

	ANGWIN,CA94508-9802",http://maps.google.com/maps?q=205 HIGHLAND OAKS DRIVE  ANGWIN CA 94508-9802,Business,707-965-7150   ,,,,,,,,,,,CA2300512-PUC ALBION FIELD STATION,,Business,707-937-5440   ,,,,,,,,,,,DISTRICT 03 - MENDOCINO,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2300502   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2865&tinwsys_st_code=CA&wsnumber=CA2300502   ,"P.O. Box 485

	
	

	
    
    
    

	ALBION,CA95410",http://maps.google.com/maps?q=P.O. Box 485  ALBION CA 95410,Business,707-670-0040   ,,,,,,,,,,,CA2300502-ALBION MUTUAL WATER COMPANY,,,,,,,,,,,,,,DISTRICT 03 - MENDOCINO,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2300619   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2897&tinwsys_st_code=CA&wsnumber=CA2300619   ,"3775 BALBOA STREET

	
	

	
    
    
    

	SAN FRANCISCO,CA94121",http://maps.google.com/maps?q=3775 BALBOA STREET  SAN FRANCISCO CA 94121,Business,415-922-4141   ,,,,,,,,,,,CA2300619-ALBION RIVER CAMPGROUND,,Business,707-937-0606   ,,,www.albionrivercampground.com,,,,,,,,DISTRICT 03 - MENDOCINO,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2300811   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2966&tinwsys_st_code=CA&wsnumber=CA2300811   ,"P.O. Box 100

	
	

	
    
    
    

	ALBION,CA95410",http://maps.google.com/maps?q=P.O. Box 100  ALBION CA 95410,Business,707-937-1919   ,,,,,,,,,,,CA2300811-ALBION RIVER INN,,,,,,arioffice@mcn.org,,,,,,,,DISTRICT 03 - MENDOCINO,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2710001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3165&tinwsys_st_code=CA&wsnumber=CA2710001   ,"249 WILLIAMS ROAD

	
	

	
    
    
    

	SALINAS,CA93905",http://maps.google.com/maps?q=249 WILLIAMS ROAD  SALINAS CA 93905,Business,831-424-0441   ,,,,,,,,,,,CA2710001-ALCO WATER SERVICE,,,,,,,,,,,,,,DISTRICT 05 - MONTEREY,"
   
	
	  
      831-655-6939   
   	 
     
    ",,"1 LOWER RAGSDALE DRIVE BLDG. 1 SUITE 120 

    
    MONTEREY 
    CA 93940"
CA5800009   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14337&tinwsys_st_code=CA&wsnumber=CA5800009   ,"PO BOX 302

	
	

	
    
    
    

	OREGON HOUSE,CA95962",http://maps.google.com/maps?q=PO BOX 302  OREGON HOUSE CA 95962,Business,530-692-0245   ,,,,,,,,,,,CA5800009-ALCOUFFE COMMUNITY CENTER,,,,,,,,,,,,,,LPA88 - YUBA COUNTY,"
   
	
	  
      530-749-5450   
   	 
     
    ",bhendrix@co.yuba.ca.us ,"915 8th Street 

    
    MARYSVILLE 
    CA 95901"
CA0900551   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8523&tinwsys_st_code=CA&wsnumber=CA0900551   ,"1072 SKI RUN BLVD

	
	

	
    
    
    

	SOUTH LAKE TAHOE,CA96150",http://maps.google.com/maps?q=1072 SKI RUN BLVD  SOUTH LAKE TAHOE CA 96150,Business,214-701-1810   ,,,,,,,,,,,CA0900551-ALDER INN,,,,,,,,,,,,,,LPA39 - EL DORADO COUNTY,"
   
	
	  
      530-621-5300   
   	 
     
    ",,"2850 Fairlane Court 

    Building C,

    PLACERVILLE 
    CA 95667"
CA1000001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=316&tinwsys_st_code=CA&wsnumber=CA1000001   ,"P. O. Box 365

	
	

	
    
    
    

	AUBERRY,CA93602-0365",http://maps.google.com/maps?q=P. O. Box 365  AUBERRY CA 93602-0365,Business,559-855-5029   ,,,,,,,,,,,CA1000001-ALDER SPRINGS,,,,,,,,,,,,,,DISTRICT 23 - FRESNO,"
   
	
	  
      559-447-3300   
   	 
     
    ",,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93704"
CA4300516   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4185&tinwsys_st_code=CA&wsnumber=CA4300516   ,"P.O. Box 1700

	
	

	
    
    
    

	LOS GATOS,CA95031",http://maps.google.com/maps?q=P.O. Box 1700  LOS GATOS CA 95031,Business,408-353-4255   ,,,,,,,,,,,CA4300516-ALDERCROFT HEIGHTS COUNTY WATE,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA1200501   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1015&tinwsys_st_code=CA&wsnumber=CA1200501   ,"P.O. BOX 117

	
	

	
    
    
    

	ALDERPOINT,CA95511",http://maps.google.com/maps?q=P.O. BOX 117  ALDERPOINT CA 95511,Business,707-926-5162   ,,,,,,,,,,,CA1200501-ALDERPOINT COUNTY WATER,,,,,,,,,,,,,,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA4200731   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=11652&tinwsys_st_code=CA&wsnumber=CA4200731   ,"3000 HOLLISTER RANCH

	
	

	
    
    
    

	GAVIOTA,CA93117",http://maps.google.com/maps?q=3000 HOLLISTER RANCH  GAVIOTA CA 93117,,,,,,,,,,,,,CA4200731-ALEGRIA MWC,,,,,,,,,,,,,,LPA72 - SANTA BARBARA COUNTY,"
   
	
	  
      805-346-8466   
   	 
     
    ",belinda.huy@sbcphd.org ,"2125 Centerpointe Parkway 

    Room 333,

    SANTA MARIA 
    CA 93455"
CA4900646   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4938&tinwsys_st_code=CA&wsnumber=CA4900646   ,"4050 West Soda Rock Lane

	
	

	
    
    
    

	HEALDSBURG,CA95448",http://maps.google.com/maps?q=4050 West Soda Rock Lane  HEALDSBURG CA 95448,Business,707-433-5667   ,,,,,,,,,,,CA4900646-ALEXANDER VALLEY ACRES WATER C,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
